20,50,0.5,0.15,0.02,0.001,0.800,,
20,50,0.5,0.15,0.02,0.002,0.800,,
20,50,0.5,0.15,0.02,0.003,0.800,,
20,50,0.5,0.15,0.02,0.004,0.800,,
20,50,0.5,0.15,0.022,0.001,0.800,,
20,50,0.5,0.15,0.022,0.002,0.800,,
20,50,0.5,0.15,0.022,0.003,0.800,,
20,50,0.5,0.15,0.022,0.004,0.800,,
20,50,0.5,0.15,0.024,0.001,0.800,,
20,50,0.5,0.15,0.024,0.002,0.800,,
20,50,0.5,0.15,0.024,0.003,0.800,,
20,50,0.5,0.15,0.024,0.004,0.800,,
20,50,0.5,0.15,0.026,0.001,0.800,,
20,50,0.5,0.15,0.026,0.002,0.800,,
20,50,0.5,0.15,0.026,0.003,0.800,,
20,50,0.5,0.15,0.026,0.004,0.800,,
20,50,0.5,0.15,0.028,0.001,0.800,,
20,50,0.5,0.15,0.028,0.002,0.800,,
20,50,0.5,0.15,0.028,0.003,0.800,,
20,50,0.5,0.15,0.028,0.004,0.800,,
20,50,0.5,0.15,0.03,0.001,0.800,,
20,50,0.5,0.15,0.03,0.002,0.800,,
20,50,0.5,0.15,0.03,0.003,0.800,,
20,50,0.5,0.15,0.03,0.004,0.800,,
20,50,0.5,0.15,0.02,0.001,0.900,,
20,50,0.5,0.15,0.02,0.002,0.900,,
20,50,0.5,0.15,0.02,0.003,0.900,,
20,50,0.5,0.15,0.02,0.004,0.900,,
20,50,0.5,0.15,0.022,0.001,0.900,,
20,50,0.5,0.15,0.022,0.002,0.900,,
20,50,0.5,0.15,0.022,0.003,0.900,,
20,50,0.5,0.15,0.022,0.004,0.900,,
20,50,0.5,0.15,0.024,0.001,0.900,,
20,50,0.5,0.15,0.024,0.002,0.900,,
20,50,0.5,0.15,0.024,0.003,0.900,,
20,50,0.5,0.15,0.024,0.004,0.900,,
20,50,0.5,0.15,0.026,0.001,0.900,,
20,50,0.5,0.15,0.026,0.002,0.900,,
20,50,0.5,0.15,0.026,0.003,0.900,,
20,50,0.5,0.15,0.026,0.004,0.900,,
20,50,0.5,0.15,0.028,0.001,0.900,,
20,50,0.5,0.15,0.028,0.002,0.900,,
20,50,0.5,0.15,0.028,0.003,0.900,,
20,50,0.5,0.15,0.028,0.004,0.900,,
20,50,0.5,0.15,0.03,0.001,0.900,,
20,50,0.5,0.15,0.03,0.002,0.900,,
20,50,0.5,0.15,0.03,0.003,0.900,,
20,50,0.5,0.15,0.03,0.004,0.900,,
20,50,0.5,0.25,0.02,0.001,0.800,,
20,50,0.5,0.25,0.02,0.002,0.800,,
20,50,0.5,0.25,0.02,0.003,0.800,,
20,50,0.5,0.25,0.02,0.004,0.800,,
